x_o,y_o,x_d,y_d,ear_dep_time,late_dep_time,ear_arr_time,late_arr_time,isinbound,direct_ridetime
-6.1,-0.01,6.6,-1.23,7.23,22.23,0.0,0.0,1.0,30.61
-0.78,0.78,-5.08,4.43,22.98,37.98,0.0,0.0,1.0,13.55
-0.03,6.32,1.71,-2.59,17.48,32.48,0.0,0.0,1.0,21.78
-5.76,3.79,4.54,-4.75,20.73,35.73,0.0,0.0,1.0,32.12
-0.34,5.06,-5.69,-4.12,0.0,0.0,41.72,56.72,0.0,25.5
2.26,-4.89,-1.12,1.27,0.0,0.0,57.79,72.79,0.0,16.87
2.38,-1.96,6.3,2.71,0.0,0.0,22.97,37.97,0.0,14.64
3.56,-4.4,-6.19,-6.83,0.0,0.0,51.01,66.01,0.0,24.12
-4.88,-0.61,4.32,1.67,0.0,0.0,39.77,54.77,0.0,22.75
-1.7,4.76,-6.97,4.65,0.0,0.0,56.69,71.69,0.0,12.64
4.99,6.54,-0.24,-6.36,0.0,0.0,74.0,89.0,0.0,33.41
-3.76,5.19,1.34,-1.55,0.0,0.0,79.13,94.13,0.0,20.28
4.53,5.89,1.17,5.57,0.0,0.0,52.71,67.71,0.0,8.12
1.46,-2.24,-3.0,-4.52,0.0,0.0,79.0,94.0,0.0,12.03
3.83,4.13,0.06,-3.12,0.0,0.0,41.72,56.72,0.0,19.61
-3.85,3.77,-1.11,5.46,0.0,0.0,40.07,55.07,0.0,7.73
-6.73,4.25,-0.42,3.44,0.0,0.0,76.84,91.84,0.0,15.26
-2.92,3.26,-6.57,5.04,0.0,0.0,78.39,93.39,0.0,9.75
6.58,-6.44,-3.58,-1.76,0.0,0.0,88.22,103.22,0.0,26.84
1.21,1.86,-1.95,-2.55,0.0,0.0,88.93,103.93,0.0,13.01
3.45,-1.62,4.22,0.42,0.0,0.0,15.1,30.1,0.0,5.22
-2.02,-6.83,2.79,-4.53,0.0,0.0,51.41,66.41,0.0,12.78
1.78,-0.56,5.55,-0.67,0.0,0.0,14.76,29.76,0.0,9.04
-1.3,0.16,-2.58,5.94,0.0,0.0,26.69,41.69,0.0,14.2
6.62,-5.67,-5.22,-6.23,0.0,0.0,82.17,97.17,0.0,28.44
1.88,5.81,-5.57,5.01,0.0,0.0,61.7,76.7,0.0,17.98
2.18,3.8,6.45,2.71,0.0,0.0,53.37,68.37,0.0,10.58
-0.83,-3.99,1.15,3.83,0.0,0.0,72.48,87.48,0.0,19.38
-6.86,-6.04,0.7,3.72,0.0,0.0,78.4,93.4,0.0,29.65
6.35,0.85,2.0,-2.08,0.0,0.0,31.16,46.16,0.0,12.59
-4.43,6.78,-2.33,-4.05,0.0,0.0,76.29,91.29,0.0,26.49
-3.98,-6.7,2.98,-6.34,0.0,0.0,86.93,101.93,0.0,16.72
-2.91,2.18,-5.01,-4.59,0.0,0.0,44.78,59.78,0.0,17.0
-6.86,-6.96,-7.0,1.53,0.0,0.0,66.82,81.82,0.0,20.38
2.59,-1.38,0.09,6.57,0.0,0.0,67.96,82.96,0.0,20.02
-1.75,-6.9,5.57,6.6,0.0,0.0,85.81,100.81,0.0,36.84
1.65,5.7,-5.53,-0.75,0.0,0.0,64.13,79.13,0.0,23.17
5.69,-4.89,1.81,3.04,0.0,0.0,66.74,81.74,0.0,21.19
3.39,-0.32,2.25,2.98,0.0,0.0,17.27,32.27,0.0,8.38
-6.58,0.99,4.45,-1.27,0.0,0.0,61.88,76.88,0.0,27.0
-4.84,-4.75,2.17,4.52,0.0,0.0,89.64,104.64,0.0,27.89
-4.42,-4.93,-0.18,-5.12,0.0,0.0,71.75,86.75,0.0,10.2
6.41,-6.34,6.55,4.34,0.0,0.0,71.48,86.48,0.0,25.63
-5.67,4.89,3.56,5.54,0.0,0.0,58.69,73.69,0.0,22.21
2.7,-4.64,5.42,3.4,0.0,0.0,32.73,47.73,0.0,20.37
4.54,-5.7,2.27,-6.72,0.0,0.0,58.71,73.71,0.0,5.97
5.79,6.78,-0.82,1.14,0.0,0.0,36.45,51.45,0.0,20.85
-6.62,-2.47,6.15,4.27,0.0,0.0,64.02,79.02,0.0,34.65
-3.54,3.26,-2.5,-0.28,0.0,0.0,57.96,72.96,0.0,8.84
-6.02,-5.91,1.53,2.67,0.0,0.0,78.92,93.92,0.0,27.43
6.29,-5.35,3.14,5.2,0.0,0.0,72.48,87.48,0.0,26.42
-0.47,-3.68,4.82,-4.98,0.0,0.0,57.41,72.41,0.0,13.07
2.22,6.12,0.15,-4.35,0.0,0.0,88.61,103.61,0.0,25.62
5.62,1.43,2.24,0.27,0.0,0.0,22.86,37.86,0.0,8.58
